timestamp,nifty_value,atm_strike,open,high,low,close,ce_price,pe_price,ce_vwap,pe_vwap
2025-04-09 14:03:00,22398.35,22400,22400.95,22401.65,22397.55,22398.35,6.45,10.25,30.05,29.83
2025-04-09 14:04:00,22398.6,22400,22398.65,22400.65,22396.35,22398.6,6.85,10.2,29.96,29.74
2025-04-09 14:05:00,22399.85,22400,22398.3,22401.15,22397.8,22399.85,6.85,9.7,29.89,29.67
2025-04-09 14:06:00,22401.0,22400,22399.65,22404.25,22397.15,22401.0,7.3,8.6,29.8,29.53
2025-04-09 14:07:00,22403.95,22400,22400.05,22404.5,22399.2,22403.95,7.9,6.9,29.68,29.29
2025-04-09 14:08:00,22404.55,22400,22405.05,22406.4,22402.25,22404.55,8.5,5.85,29.57,29.05
2025-04-09 14:09:00,22405.45,22400,22405.4,22406.1,22403.2,22405.45,8.5,5.65,29.47,28.89
2025-04-09 14:10:00,22403.25,22400,22405.1,22406.5,22403.1,22403.25,7.55,6.2,29.4,28.8
2025-04-09 14:11:00,22404.3,22400,22403.2,22407.45,22403.1,22404.3,7.8,5.65,29.33,28.66
2025-04-09 14:12:00,22403.8,22400,22406.2,22406.3,22403.05,22403.8,7.5,5.75,29.27,28.57
2025-04-09 14:13:00,22401.7,22400,22403.55,22405.35,22400.0,22401.7,5.9,6.2,29.08,28.43
2025-04-09 14:14:00,22401.45,22400,22401.45,22403.8,22399.75,22401.45,5.85,6.35,28.95,28.32
2025-04-09 14:15:00,22402.2,22400,22402.2,22403.35,22400.5,22402.2,5.6,6.3,28.87,28.21
2025-04-09 14:16:00,22401.2,22400,22401.85,22404.25,22400.7,22401.2,5.55,6.6,28.78,28.12
2025-04-09 14:17:00,22402.0,22400,22399.9,22402.5,22399.65,22402.0,5.95,6.1,28.72,28.05
2025-04-09 14:18:00,22403.85,22400,22402.3,22405.5,22401.85,22403.85,7.15,4.6,28.54,27.78
2025-04-09 14:19:00,22406.55,22400,22402.3,22406.55,22402.05,22406.55,7.85,4.5,28.48,27.69
2025-04-09 14:20:00,22405.8,22400,22407.05,22409.15,22404.85,22405.8,8.1,4.45,28.34,27.52
2025-04-09 14:21:00,22402.6,22400,22405.25,22405.3,22401.2,22402.6,6.35,5.05,28.19,27.38
2025-04-09 14:22:00,22404.3,22400,22403.95,22406.1,22402.0,22404.3,6.6,4.65,28.12,27.28
2025-04-09 14:23:00,22404.35,22400,22405.45,22406.5,22402.8,22404.35,7.1,4.55,28.05,27.2
2025-04-09 14:24:00,22406.4,22400,22405.25,22409.0,22403.8,22406.4,8.2,4.1,27.92,27.04
2025-04-09 14:25:00,22405.75,22400,22406.95,22407.9,22404.2,22405.75,7.4,4.35,27.83,26.97
2025-04-09 14:26:00,22404.6,22400,22405.75,22407.1,22404.0,22404.6,7.05,4.4,27.77,26.9
2025-04-09 14:27:00,22404.55,22400,22405.4,22406.75,22403.25,22404.55,7.5,4.2,27.68,26.82
2025-04-09 14:28:00,22405.2,22400,22405.15,22406.95,22403.5,22405.2,7.3,4.2,27.63,26.76
2025-04-09 14:29:00,22405.3,22400,22405.25,22407.55,22403.3,22405.3,7.35,4.05,27.57,26.71
2025-04-09 14:30:00,22403.15,22400,22405.15,22406.45,22402.8,22403.15,6.15,4.45,27.49,26.64
2025-04-09 14:31:00,22402.4,22400,22403.65,22404.45,22401.65,22402.4,4.8,5.05,27.29,26.51
2025-04-09 14:32:00,22400.75,22400,22400.6,22401.9,22398.75,22400.75,4.15,5.25,27.05,26.3
2025-04-09 14:33:00,22401.85,22400,22400.3,22402.4,22399.6,22401.85,4.4,5.1,26.96,26.21
2025-04-09 14:34:00,22401.6,22400,22400.1,22402.1,22399.1,22401.6,4.35,5.05,26.86,26.1
2025-04-09 14:35:00,22402.75,22400,22400.9,22403.5,22398.75,22402.75,4.8,3.9,26.75,25.92
2025-04-09 14:36:00,22402.65,22400,22403.05,22404.45,22400.9,22402.65,5.1,3.45,26.65,25.78
2025-04-09 14:37:00,22402.1,22400,22403.95,22405.1,22401.4,22402.1,5.1,3.4,26.55,25.66
2025-04-09 14:38:00,22401.95,22400,22402.7,22405.2,22400.55,22401.95,4.65,3.55,26.46,25.58
2025-04-09 14:39:00,22404.05,22400,22402.6,22405.6,22401.05,22404.05,5.1,3.2,26.37,25.42
2025-04-09 14:40:00,22403.5,22400,22403.5,22404.15,22400.85,22403.5,5.1,3.2,26.3,25.34
2025-04-09 14:41:00,22402.6,22400,22403.85,22404.4,22401.0,22402.6,4.55,3.45,26.23,25.27
2025-04-09 14:42:00,22403.45,22400,22402.7,22406.65,22401.65,22403.45,5.15,3,26.11,25.15
2025-04-09 14:43:00,22404.1,22400,22403.05,22405.4,22402.4,22404.1,5.2,3.05,26.04,25.09
2025-04-09 14:44:00,22403.35,22400,22403.95,22406.5,22401.5,22403.35,4.3,3.3,25.95,25.01
2025-04-09 14:45:00,22404.6,22400,22403.0,22406.3,22401.95,22404.6,4.85,3,25.88,24.93
2025-04-09 14:46:00,22404.55,22400,22404.05,22407.5,22402.45,22404.55,5,3,25.81,24.87
2025-04-09 14:47:00,22404.0,22400,22403.25,22405.15,22401.45,22404.0,4.9,3,25.72,24.79
2025-04-09 14:48:00,22402.95,22400,22404.45,22404.65,22401.65,22402.95,4.4,3.2,25.67,24.73
2025-04-09 14:49:00,22401.7,22400,22402.85,22403.7,22400.7,22401.7,4.05,3.5,25.57,24.64
2025-04-09 14:50:00,22402.1,22400,22402.1,22403.9,22400.5,22402.1,3.7,3.3,25.49,24.56
2025-04-09 14:51:00,22401.9,22400,22402.15,22402.8,22399.15,22401.9,3.45,3.3,25.33,24.43
2025-04-09 14:52:00,22399.6,22400,22402.75,22403.75,22399.2,22399.6,3,3.75,25.19,24.3
2025-04-09 14:53:00,22401.15,22400,22400.25,22402.15,22399.15,22401.15,3,3.75,25.09,24.17
2025-04-09 14:54:00,22401.6,22400,22400.6,22402.95,22398.8,22401.6,3,3.55,25.01,24.07
2025-04-09 14:55:00,22400.1,22400,22400.95,22401.9,22399.25,22400.1,2.8,4.2,24.95,24
2025-04-09 14:56:00,22398.8,22400,22400.25,22400.8,22396.35,22398.8,2.5,5.35,24.74,23.73
2025-04-09 14:57:00,22401.45,22400,22398.55,22401.85,22397.5,22401.45,2.75,4,24.64,23.58
2025-04-09 14:58:00,22401.9,22400,22400.65,22403.4,22398.8,22401.9,3.3,2.65,24.5,23.38
2025-04-09 14:59:00,22402.35,22400,22402.55,22404.0,22400.8,22402.35,2.8,2.9,24.36,23.22
2025-04-09 15:00:00,22400.45,22400,22402.35,22403.0,22397.85,22400.45,2.25,3.65,24.19,23.04
2025-04-09 15:01:00,22399.4,22400,22399.15,22405.15,22397.4,22399.4,2,3.9,23.99,22.83
2025-04-09 15:08:00,22396.8,22400,22401.65,22402.45,22394.45,22396.8,0.55,2.8,21.99,21.09
2025-04-09 15:09:00,22400.25,22400,22396.35,22401.7,22396.35,22400.25,0.55,2.55,21.82,20.96
2025-04-09 15:10:00,22401.75,22400,22399.9,22402.85,22399.25,22401.75,0.65,2.25,21.67,20.83
2025-04-09 15:11:00,22400.65,22400,22401.55,22403.5,22399.8,22400.65,0.65,1.8,21.49,20.63
2025-04-09 15:12:00,22404.55,22400,22400.35,22404.8,22400.35,22404.55,1.5,0.65,21.22,20.32
2025-04-09 15:13:00,22398.1,22400,22403.75,22405.55,22396.05,22398.1,0.6,1.1,20.89,19.96
2025-04-09 15:14:00,22403.2,22400,22397.0,22404.5,22397.0,22403.2,0.7,0.75,20.69,19.76
2025-04-09 15:15:00,22402.85,22400,22402.3,22403.2,22401.35,22402.85,0.9,0.6,20.57,19.63
2025-04-09 15:19:00,22401.95,22400,22403.45,22404.95,22400.75,22401.95,0.25,0.4,19.84,19.01
2025-04-09 15:24:00,22400.55,22400,22397.9,22400.8,22397.65,22400.55,0.05,1,19.34,18.2
2025-04-09 15:29:00,22411.65,22400,22407.9,22416.35,22406.1,22411.65,0.05,0.8,19.13,17.69
2025-04-11 10:08:00,22820.95,22800,22828.15,22828.15,22818.9,22820.95,276.45,214.65,271.64,212.92
2025-04-11 10:09:00,22830.1,22850,22820.0,22830.35,22820.0,22830.1,252.45,231,250.84,229.43
2025-04-11 10:10:00,22817.5,22800,22829.7,22830.25,22815.05,22817.5,272,213.8,271.75,212.91
2025-04-11 10:11:00,22807.8,22800,22816.9,22818.7,22807.8,22807.8,264.55,216.25,271.68,212.98
2025-04-11 10:12:00,22823.5,22800,22808.9,22826.95,22808.9,22823.5,268.8,210.2,271.65,212.96
2025-04-11 10:13:00,22837.2,22850,22822.3,22842.05,22822.1,22837.2,245.4,227.05,250.29,229.82
2025-04-11 10:14:00,22838.4,22850,22835.0,22838.4,22827.3,22838.4,248,227.65,250.2,229.81
2025-04-11 10:15:00,22832.6,22850,22836.35,22836.35,22828.65,22832.6,243.75,230.25,250.15,229.82
2025-04-11 10:16:00,22840.0,22850,22833.65,22843.3,22833.65,22840.0,248.3,226.5,250.13,229.78
2025-04-11 10:17:00,22835.55,22850,22841.65,22842.3,22833.7,22835.55,246.25,229.4,250.09,229.77
